تعديل,التاريخ,البحيرة,المنسوب  (م ),المساحة  (كم2 ),السعة التخزينية  (مليار م2 )
,2022-04-04 00:00:00.000,بحيرة سد عطبرة و ستيت,519,260,2.4
,2022-04-05 00:00:00.000,مروى,299,509,.00
,2022-04-06 00:00:00.000,بحيرة سد TK5,1138,139,8.7
,2022-04-09 00:00:00.000,الروصيرص,492,600,.00
,2022-04-09 00:00:00.000,بحيرة سد النهضة,573,304,6.98
,2022-04-09 00:00:00.000,بحيرة سد عطبرة و ستيت,518,245,2.2
,2022-04-14 00:00:00.000,بحيرة سد النهضة,572,292.5,6.64
,2022-04-14 00:00:00.000,بحيرة سد عطبرة و ستيت,518,245,2.2
,2022-04-19 00:00:00.000,بحيرة سد النهضة,572,292.5,6.64
,2022-04-19 00:00:00.000,بحيرة سد عطبرة و ستيت,518,245,2.2
,2022-04-19 00:00:00.000,الروصيرص,492,600,.00
,2022-04-20 00:00:00.000,مروى,299,509,.00
,2022-04-21 00:00:00.000,بحيرة سد TK5,1138,139,8.7
,2022-04-24 00:00:00.000,بحيرة سد عطبرة و ستيت,517,222,2
,2022-04-24 00:00:00.000,الروصيرص,491,475,.00
,2022-04-25 00:00:00.000,مروى,299,509,.00
,2022-04-25 00:00:00.000,بحيرة سد النهضة,572,292.5,6.64
,2022-04-29 00:00:00.000,بحيرة سد النهضة,571,281,6.32
,2022-05-05 00:00:00.000,بحيرة سد النهضة,571,281,6.32
,2022-05-05 00:00:00.000,مروى,298,488,.00
,2022-05-05 00:00:00.000,الروصيرص,491,475,.00
,2022-05-06 00:00:00.000,بحيرة سد TK5,1138,139,8.7
,2022-05-09 00:00:00.000,بحيرة سد عطبرة و ستيت,516,200,1.8
,2022-05-09 00:00:00.000,الروصيرص,490.5,469,.00
,2022-05-09 00:00:00.000,بحيرة سد النهضة,571.5,285,6.42
,2022-05-10 00:00:00.000,مروى,298,488,.00
,2022-05-14 00:00:00.000,بحيرة سد النهضة,571.5,279,6.43
,2022-05-14 00:00:00.000,بحيرة سد عطبرة و ستيت,516,200,1.8
,2022-05-14 00:00:00.000,الروصيرص,490.5,469,.00
,2022-05-15 00:00:00.000,مروى,298,488,.00
,2022-05-17 00:00:00.000,الروصيرص,489,445,.00
,2022-05-19 00:00:00.000,بحيرة سد النهضة,571.5,279,6.43
,2022-05-19 00:00:00.000,الروصيرص,490,458,.00
,2022-05-19 00:00:00.000,بحيرة سد عطبرة و ستيت,515,183,1.6
,2022-05-21 00:00:00.000,بحيرة سد TK5,1138,139,8.7
,2022-05-24 00:00:00.000,بحيرة سد النهضة,571,285,6.32
,2022-05-24 00:00:00.000,بحيرة سد عطبرة و ستيت,514,172,1.4
,2022-05-24 00:00:00.000,الروصيرص,489,445,.00
,2022-05-26 00:00:00.000,بحيرة سد TK5,1138,139,8.7
,2022-05-29 00:00:00.000,الروصيرص,488,435,.00
,2022-05-29 00:00:00.000,بحيرة سد النهضة,571,285,6.32
,2022-05-31 00:00:00.000,بحيرة سد TK5,1137.5,130,8.6
,2022-06-03 00:00:00.000,بحيرة سد النهضة,571,285,6.32
,2022-06-03 00:00:00.000,بحيرة سد عطبرة و ستيت,515,183,1.6
,2022-06-03 00:00:00.000,الروصيرص,487.5,428,.00
,2022-06-04 00:00:00.000,مروى,294.5,425,.00
,2022-06-05 00:00:00.000,بحيرة سد TK5,1137,125,8.5
,2022-06-08 00:00:00.000,بحيرة سد النهضة,570.5,275,6.15
,2022-06-08 00:00:00.000,بحيرة سد عطبرة و ستيت,517,223,2
,2022-06-08 00:00:00.000,الروصيرص,487,420,.00
