تعديل,التاريخ,البحيرة,المنسوب  (م ),المساحة  (كم2 ),السعة التخزينية  (مليار م2 )
,2013-01-01 00:00:00.000,مروى,302,575,.00
,2013-02-02 00:00:00.000,مروى,302,575,.00
,2013-03-22 00:00:00.000,مروى,301,552,.00
,2013-04-08 00:00:00.000,مروى,300,529,.00
,2013-05-17 00:00:00.000,مروى,299,509,.00
,2013-06-18 00:00:00.000,مروى,295,434,.00
,2013-07-04 00:00:00.000,مروى,292,380,.00
,2013-08-05 00:00:00.000,مروى,292,380,.00
,2013-09-06 00:00:00.000,مروى,298,488,.00
,2013-10-08 00:00:00.000,مروى,302,575,.00
,2013-11-09 00:00:00.000,مروى,302,575,.00
,2013-12-11 00:00:00.000,مروى,302,575,.00
,2014-01-12 00:00:00.000,مروى,302,575,.00
,2014-02-13 00:00:00.000,مروى,301,552,.00
,2014-03-01 00:00:00.000,مروى,300,529,.00
,2014-04-02 00:00:00.000,مروى,298,488,.00
,2014-05-04 00:00:00.000,مروى,297,469,.00
,2014-06-05 00:00:00.000,مروى,295,434,.00
,2014-07-07 00:00:00.000,مروى,292,380,.00
,2014-08-08 00:00:00.000,مروى,293,400,.00
,2014-09-09 00:00:00.000,مروى,294,417,.00
,2014-10-27 00:00:00.000,مروى,302,575,.00
,2014-11-12 00:00:00.000,مروى,302,575,.00
,2014-12-14 00:00:00.000,مروى,302,575,.00
,2015-01-15 00:00:00.000,مروى,302,575,.00
,2015-01-17 00:00:00.000,الروصيرص,494,.00,.00
,2015-02-16 00:00:00.000,مروى,300,529,.00
,2015-02-18 00:00:00.000,الروصيرص,493,.00,.00
,2015-03-06 00:00:00.000,الروصيرص,491,.00,.00
,2015-03-20 00:00:00.000,مروى,296,450,.00
,2015-04-05 00:00:00.000,مروى,296,450,.00
,2015-04-07 00:00:00.000,الروصيرص,488,.00,.00
,2015-05-18 00:00:00.000,الروصيرص,485,.00,.00
,2015-05-23 00:00:00.000,مروى,295,434,.00
,2015-06-03 00:00:00.000,الروصيرص,482,.00,.00
,2015-06-08 00:00:00.000,مروى,293,400,.00
,2015-07-10 00:00:00.000,مروى,290,350,.00
,2015-07-12 00:00:00.000,الروصيرص,480,.00,.00
,2015-08-11 00:00:00.000,مروى,291,365,.00
,2015-08-22 00:00:00.000,الروصيرص,479,.00,.00
,2015-09-07 00:00:00.000,الروصيرص,480,.00,.00
,2015-09-12 00:00:00.000,مروى,301,552,.00
,2015-10-14 00:00:00.000,مروى,302,575,.00
,2015-10-16 00:00:00.000,الروصيرص,490,.00,.00
,2015-11-17 00:00:00.000,الروصيرص,493,.00,.00
,2015-11-28 00:00:00.000,مروى,302,575,.00
,2015-12-19 00:00:00.000,الروصيرص,494,.00,.00
,2015-12-28 00:00:00.000,مروى,302,575,.00
,2016-01-01 00:00:00.000,الروصيرص,494,.00,.00
,2016-01-07 00:00:00.000,مروى,302,575,.00
,2016-02-14 00:00:00.000,الروصيرص,492,.00,.00
,2016-02-16 00:00:00.000,مروى,302,575,.00
,2016-03-07 00:00:00.000,مروى,301,552,.00
,2016-03-11 00:00:00.000,الروصيرص,489,.00,.00
,2016-04-10 00:00:00.000,الروصيرص,487,.00,.00
,2016-04-26 00:00:00.000,مروى,297,469,.00
,2016-05-16 00:00:00.000,مروى,295,434,.00
,2016-05-20 00:00:00.000,الروصيرص,485,.00,.00
,2016-06-05 00:00:00.000,مروى,293,400,.00
,2016-07-15 00:00:00.000,مروى,293,400,.00
,2016-08-24 00:00:00.000,مروى,291,365,.00
,2016-08-28 00:00:00.000,الروصيرص,480,.00,.00
,2016-09-13 00:00:00.000,مروى,298,488,.00
,2016-09-15 00:00:00.000,الروصيرص,485,.00,.00
,2016-10-01 00:00:00.000,الروصيرص,493,.00,.00
,2016-10-13 00:00:00.000,مروى,301,552,.00
,2016-11-12 00:00:00.000,مروى,302,575,.00
,2016-11-16 00:00:00.000,الروصيرص,494,.00,.00
,2016-12-12 00:00:00.000,مروى,302,575,.00
,2016-12-16 00:00:00.000,الروصيرص,494,.00,.00
,2017-01-01 00:00:00.000,الروصيرص,494,.00,.00
,2017-01-01 00:00:00.000,مروى,302,575,.00
,2017-02-04 00:00:00.000,الروصيرص,493,.00,.00
,2017-02-10 00:00:00.000,مروى,301,552,.00
,2017-03-02 00:00:00.000,مروى,301,552,.00
,2017-03-06 00:00:00.000,الروصيرص,490,.00,.00
,2017-04-01 00:00:00.000,مروى,299,509,.00
,2017-04-05 00:00:00.000,الروصيرص,486,.00,.00
,2017-05-05 00:00:00.000,الروصيرص,485,.00,.00
,2017-05-11 00:00:00.000,مروى,299,509,.00
,2017-06-04 00:00:00.000,الروصيرص,482,.00,.00
,2017-06-10 00:00:00.000,مروى,294,417,.00
,2017-07-10 00:00:00.000,مروى,293,400,.00
,2017-07-14 00:00:00.000,الروصيرص,480,.00,.00
,2017-08-01 00:00:00.000,بحيرة السد العالي,173.45,,
,2017-08-02 00:00:00.000,بحيرة السد العالي,173.48,,
,2017-08-03 00:00:00.000,بحيرة السد العالي,173.5,,
,2017-08-03 00:00:00.000,الروصيرص,479,.00,.00
,2017-08-04 00:00:00.000,مروى,292,380,.00
,2017-08-04 00:00:00.000,بحيرة السد العالي,173.52,,
,2017-08-05 00:00:00.000,بحيرة السد العالي,173.57,,
,2017-08-06 00:00:00.000,بحيرة السد العالي,173.62,,
,2017-08-07 00:00:00.000,بحيرة السد العالي,173.64,,
,2017-08-08 00:00:00.000,بحيرة السد العالي,173.7,,
,2017-08-09 00:00:00.000,بحيرة السد العالي,173.76,,
,2017-08-10 00:00:00.000,بحيرة السد العالي,173.82,,
,2017-08-11 00:00:00.000,بحيرة السد العالي,173.88,,
,2017-08-12 00:00:00.000,بحيرة السد العالي,173.94,,
,2017-08-13 00:00:00.000,بحيرة السد العالي,174,,
,2017-08-14 00:00:00.000,بحيرة السد العالي,174.1,,
,2017-08-15 00:00:00.000,بحيرة السد العالي,174.18,,
,2017-08-16 00:00:00.000,بحيرة السد العالي,174.28,,
,2017-08-17 00:00:00.000,بحيرة السد العالي,174.38,,
,2017-08-18 00:00:00.000,بحيرة السد العالي,174.46,,
,2017-08-19 00:00:00.000,بحيرة السد العالي,174.54,,
,2017-08-20 00:00:00.000,بحيرة السد العالي,174.6,,
,2017-08-21 00:00:00.000,بحيرة السد العالي,174.67,,
,2017-08-22 00:00:00.000,بحيرة السد العالي,174.74,,
,2017-08-23 00:00:00.000,بحيرة السد العالي,174.82,,
,2017-08-24 00:00:00.000,بحيرة السد العالي,174.9,,
,2017-08-25 00:00:00.000,بحيرة السد العالي,175,,
,2017-08-26 00:00:00.000,بحيرة السد العالي,175,,
,2017-08-27 00:00:00.000,بحيرة السد العالي,175.05,,
,2017-08-28 00:00:00.000,بحيرة السد العالي,175.1,,
,2017-08-29 00:00:00.000,بحيرة السد العالي,175.12,,
,2017-08-30 00:00:00.000,بحيرة السد العالي,175.16,,
,2017-08-31 00:00:00.000,بحيرة السد العالي,175.2,,
,2017-09-01 00:00:00.000,بحيرة السد العالي,175.23,,
,2017-09-02 00:00:00.000,بحيرة السد العالي,175.28,,
,2017-09-03 00:00:00.000,بحيرة السد العالي,175.34,,
,2017-09-04 00:00:00.000,بحيرة السد العالي,175.48,,
,2017-09-05 00:00:00.000,بحيرة السد العالي,175.6,,
,2017-09-06 00:00:00.000,بحيرة السد العالي,175.7,,
,2017-09-07 00:00:00.000,بحيرة السد العالي,175.8,,
,2017-09-08 00:00:00.000,بحيرة السد العالي,175.9,,
,2017-09-08 00:00:00.000,مروى,297,469,.00
,2017-09-09 00:00:00.000,بحيرة السد العالي,176,,
,2017-09-10 00:00:00.000,بحيرة السد العالي,176.08,,
,2017-09-11 00:00:00.000,بحيرة السد العالي,176.16,,
,2017-09-12 00:00:00.000,بحيرة السد العالي,176.24,,
,2017-09-12 00:00:00.000,الروصيرص,485,.00,.00
,2017-09-13 00:00:00.000,بحيرة السد العالي,176.32,,
,2017-09-14 00:00:00.000,بحيرة السد العالي,176.4,,
,2017-09-15 00:00:00.000,بحيرة السد العالي,176.48,,
,2017-09-16 00:00:00.000,بحيرة السد العالي,176.55,,
,2017-09-17 00:00:00.000,بحيرة السد العالي,176.6,,
,2017-09-18 00:00:00.000,بحيرة السد العالي,176.67,,
,2017-09-19 00:00:00.000,بحيرة السد العالي,176.73,,
,2017-09-20 00:00:00.000,بحيرة السد العالي,176.8,,
,2017-09-21 00:00:00.000,بحيرة السد العالي,176.86,,
,2017-09-22 00:00:00.000,بحيرة السد العالي,176.91,,
,2017-09-23 00:00:00.000,بحيرة السد العالي,176.96,,
,2017-09-24 00:00:00.000,بحيرة السد العالي,176.96,,
,2017-09-25 00:00:00.000,بحيرة السد العالي,176.97,,
,2017-09-26 00:00:00.000,بحيرة السد العالي,176.98,,
,2017-09-27 00:00:00.000,بحيرة السد العالي,177,,
,2017-09-28 00:00:00.000,بحيرة السد العالي,177,,
,2017-09-29 00:00:00.000,بحيرة السد العالي,177.02,,
,2017-09-30 00:00:00.000,بحيرة السد العالي,177.03,,
,2017-10-01 00:00:00.000,بحيرة السد العالي,177.04,,
,2017-10-02 00:00:00.000,بحيرة السد العالي,177.05,,
,2017-10-02 00:00:00.000,الروصيرص,492,.00,.00
,2017-10-03 00:00:00.000,مروى,301,552,.00
,2017-10-03 00:00:00.000,بحيرة السد العالي,177.05,,
,2017-10-04 00:00:00.000,بحيرة السد العالي,177.05,,
,2017-10-05 00:00:00.000,بحيرة السد العالي,177.08,,
,2017-10-06 00:00:00.000,بحيرة السد العالي,177.1,,
,2017-10-07 00:00:00.000,بحيرة السد العالي,177.1,,
,2017-10-08 00:00:00.000,بحيرة السد العالي,177.13,,
,2017-10-09 00:00:00.000,بحيرة السد العالي,177.15,,
,2017-10-10 00:00:00.000,بحيرة السد العالي,177.16,,
,2017-10-11 00:00:00.000,بحيرة السد العالي,177.16,,
,2017-10-12 00:00:00.000,بحيرة السد العالي,177.17,,
,2017-10-13 00:00:00.000,بحيرة السد العالي,177.19,,
,2017-10-14 00:00:00.000,بحيرة السد العالي,177.23,,
,2017-10-15 00:00:00.000,بحيرة السد العالي,177.27,,
,2017-10-16 00:00:00.000,بحيرة السد العالي,177.31,,
,2017-10-17 00:00:00.000,بحيرة السد العالي,177.34,,
,2017-10-18 00:00:00.000,بحيرة السد العالي,177.36,,
,2017-10-19 00:00:00.000,بحيرة السد العالي,177.41,,
,2017-10-20 00:00:00.000,بحيرة السد العالي,177.43,,
,2017-10-21 00:00:00.000,بحيرة السد العالي,177.43,,
,2017-10-22 00:00:00.000,بحيرة السد العالي,177.43,,
,2017-10-23 00:00:00.000,بحيرة السد العالي,177.47,,
,2017-10-24 00:00:00.000,بحيرة السد العالي,177.48,,
,2017-10-25 00:00:00.000,بحيرة السد العالي,177.5,,
,2017-10-26 00:00:00.000,بحيرة السد العالي,177.52,,
,2017-10-27 00:00:00.000,بحيرة السد العالي,177.53,,
,2017-10-28 00:00:00.000,بحيرة السد العالي,177.54,,
,2017-10-29 00:00:00.000,بحيرة السد العالي,177.55,,
,2017-10-30 00:00:00.000,بحيرة السد العالي,177.56,,
,2017-10-31 00:00:00.000,بحيرة السد العالي,177.56,,
,2017-11-01 00:00:00.000,بحيرة السد العالي,177.58,,
,2017-11-02 00:00:00.000,بحيرة السد العالي,177.59,,
,2017-11-02 00:00:00.000,مروى,302,575,.00
,2017-11-03 00:00:00.000,بحيرة السد العالي,177.61,,
,2017-11-04 00:00:00.000,بحيرة السد العالي,177.63,,
,2017-11-05 00:00:00.000,بحيرة السد العالي,177.65,,
,2017-11-06 00:00:00.000,بحيرة السد العالي,177.66,,
,2017-11-06 00:00:00.000,الروصيرص,494,.00,.00
,2017-11-07 00:00:00.000,بحيرة السد العالي,177.67,,
,2017-11-08 00:00:00.000,بحيرة السد العالي,177.69,,
,2017-11-09 00:00:00.000,بحيرة السد العالي,177.7,,
,2017-11-10 00:00:00.000,بحيرة السد العالي,177.71,,
,2017-11-11 00:00:00.000,بحيرة السد العالي,177.73,,
,2017-11-12 00:00:00.000,بحيرة السد العالي,177.74,,
,2017-11-13 00:00:00.000,بحيرة السد العالي,177.75,,
,2017-11-14 00:00:00.000,بحيرة السد العالي,177.77,,
,2017-11-15 00:00:00.000,بحيرة السد العالي,177.78,,
,2017-11-16 00:00:00.000,بحيرة السد العالي,177.79,,
,2017-11-17 00:00:00.000,بحيرة السد العالي,177.8,,
,2017-11-18 00:00:00.000,بحيرة السد العالي,177.82,,
,2017-11-19 00:00:00.000,بحيرة السد العالي,177.83,,
,2017-11-20 00:00:00.000,بحيرة السد العالي,177.84,,
,2017-11-21 00:00:00.000,بحيرة السد العالي,177.85,,
,2017-11-22 00:00:00.000,بحيرة السد العالي,177.86,,
,2017-11-23 00:00:00.000,بحيرة السد العالي,177.86,,
,2017-11-24 00:00:00.000,بحيرة السد العالي,177.85,,
,2017-11-25 00:00:00.000,بحيرة السد العالي,177.85,,
,2017-11-26 00:00:00.000,بحيرة السد العالي,177.85,,
,2017-11-27 00:00:00.000,بحيرة السد العالي,177.85,,
,2017-11-28 00:00:00.000,بحيرة السد العالي,177.85,,
,2017-11-29 00:00:00.000,بحيرة السد العالي,177.85,,
,2017-11-30 00:00:00.000,بحيرة السد العالي,177.85,,
,2017-12-01 00:00:00.000,بحيرة السد العالي,177.85,,
,2017-12-02 00:00:00.000,بحيرة السد العالي,177.85,,
,2017-12-03 00:00:00.000,بحيرة السد العالي,177.85,,
,2017-12-04 00:00:00.000,بحيرة السد العالي,177.86,,
,2017-12-05 00:00:00.000,بحيرة السد العالي,177.88,,
,2017-12-06 00:00:00.000,بحيرة السد العالي,177.89,,
,2017-12-07 00:00:00.000,بحيرة السد العالي,177.89,,
,2017-12-07 00:00:00.000,مروى,302,575,.00
,2017-12-08 00:00:00.000,بحيرة السد العالي,177.89,,
,2017-12-09 00:00:00.000,بحيرة السد العالي,177.88,,
,2017-12-10 00:00:00.000,بحيرة السد العالي,177.88,,
,2017-12-11 00:00:00.000,بحيرة السد العالي,177.87,,
,2017-12-11 00:00:00.000,الروصيرص,494,.00,.00
,2017-12-12 00:00:00.000,بحيرة السد العالي,177.87,,
,2017-12-13 00:00:00.000,بحيرة السد العالي,177.91,,
,2017-12-14 00:00:00.000,بحيرة السد العالي,177.89,,
,2017-12-15 00:00:00.000,بحيرة السد العالي,177.89,,
,2017-12-16 00:00:00.000,بحيرة السد العالي,177.91,,
,2017-12-17 00:00:00.000,بحيرة السد العالي,177.92,,
,2017-12-18 00:00:00.000,بحيرة السد العالي,177.93,,
,2017-12-19 00:00:00.000,بحيرة السد العالي,177.93,,
,2017-12-20 00:00:00.000,بحيرة السد العالي,177.93,,
,2017-12-21 00:00:00.000,بحيرة السد العالي,177.94,,
,2017-12-22 00:00:00.000,بحيرة السد العالي,177.94,,
,2017-12-23 00:00:00.000,بحيرة السد العالي,177.94,,
,2017-12-24 00:00:00.000,بحيرة السد العالي,177.92,,
,2017-12-25 00:00:00.000,بحيرة السد العالي,177.9,,
,2017-12-26 00:00:00.000,بحيرة السد العالي,177.9,,
,2017-12-27 00:00:00.000,بحيرة السد العالي,177.9,,
,2017-12-28 00:00:00.000,بحيرة السد العالي,177.91,,
,2017-12-29 00:00:00.000,بحيرة السد العالي,177.91,,
,2017-12-30 00:00:00.000,بحيرة السد العالي,177.9,,
,2017-12-31 00:00:00.000,بحيرة السد العالي,177.89,,
,2018-01-01 00:00:00.000,بحيرة السد العالي,177.9,,
,2018-01-01 00:00:00.000,مروى,302,575,.00
,2018-01-02 00:00:00.000,بحيرة السد العالي,177.9,,
,2018-01-03 00:00:00.000,بحيرة السد العالي,177.89,,
,2018-01-04 00:00:00.000,بحيرة السد العالي,177.9,,
,2018-01-05 00:00:00.000,بحيرة السد العالي,177.9,,
,2018-01-05 00:00:00.000,الروصيرص,494,.00,.00
,2018-01-06 00:00:00.000,بحيرة السد العالي,177.9,,
,2018-01-07 00:00:00.000,بحيرة السد العالي,177.89,,
,2018-01-08 00:00:00.000,بحيرة السد العالي,177.88,,
,2018-01-09 00:00:00.000,بحيرة السد العالي,177.86,,
,2018-01-10 00:00:00.000,بحيرة السد العالي,177.85,,
,2018-01-11 00:00:00.000,بحيرة السد العالي,177.84,,
,2018-01-12 00:00:00.000,بحيرة السد العالي,177.83,,
,2018-01-13 00:00:00.000,بحيرة السد العالي,177.83,,
,2018-01-14 00:00:00.000,بحيرة السد العالي,177.82,,
,2018-01-15 00:00:00.000,بحيرة السد العالي,177.81,,
,2018-01-16 00:00:00.000,بحيرة السد العالي,177.8,,
,2018-01-17 00:00:00.000,بحيرة السد العالي,177.79,,
,2018-01-18 00:00:00.000,بحيرة السد العالي,177.79,,
,2018-01-19 00:00:00.000,بحيرة السد العالي,177.79,,
,2018-01-20 00:00:00.000,بحيرة السد العالي,177.79,,
,2018-01-21 00:00:00.000,بحيرة السد العالي,177.79,,
,2018-01-22 00:00:00.000,بحيرة السد العالي,177.79,,
,2018-01-23 00:00:00.000,بحيرة السد العالي,177.79,,
,2018-01-24 00:00:00.000,بحيرة السد العالي,177.79,,
,2018-01-25 00:00:00.000,بحيرة السد العالي,177.79,,
,2018-01-26 00:00:00.000,بحيرة السد العالي,177.78,,
,2018-01-27 00:00:00.000,بحيرة السد العالي,177.77,,
,2018-01-28 00:00:00.000,بحيرة السد العالي,177.76,,
,2018-01-29 00:00:00.000,بحيرة السد العالي,177.75,,
,2018-01-30 00:00:00.000,بحيرة السد العالي,177.74,,
,2018-01-31 00:00:00.000,بحيرة السد العالي,177.73,,
,2018-02-01 00:00:00.000,بحيرة السد العالي,177.72,,
,2018-02-02 00:00:00.000,بحيرة السد العالي,177.71,,
,2018-02-03 00:00:00.000,بحيرة السد العالي,177.7,,
,2018-02-04 00:00:00.000,بحيرة السد العالي,177.69,,
,2018-02-05 00:00:00.000,بحيرة السد العالي,177.68,,
,2018-02-05 00:00:00.000,مروى,302,575,.00
,2018-02-06 00:00:00.000,بحيرة السد العالي,177.67,,
,2018-02-07 00:00:00.000,بحيرة السد العالي,177.66,,
,2018-02-08 00:00:00.000,بحيرة السد العالي,177.65,,
,2018-02-09 00:00:00.000,بحيرة السد العالي,177.64,,
,2018-02-09 00:00:00.000,الروصيرص,493,.00,.00
,2018-02-10 00:00:00.000,بحيرة السد العالي,177.63,,
,2018-02-11 00:00:00.000,بحيرة السد العالي,177.62,,
,2018-02-12 00:00:00.000,بحيرة السد العالي,177.61,,
,2018-02-13 00:00:00.000,بحيرة السد العالي,177.59,,
,2018-02-14 00:00:00.000,بحيرة السد العالي,177.57,,
,2018-02-15 00:00:00.000,بحيرة السد العالي,177.55,,
,2018-02-16 00:00:00.000,بحيرة السد العالي,177.54,,
,2018-02-17 00:00:00.000,بحيرة السد العالي,177.53,,
,2018-02-18 00:00:00.000,بحيرة السد العالي,177.53,,
,2018-02-19 00:00:00.000,بحيرة السد العالي,177.53,,
,2018-02-20 00:00:00.000,بحيرة السد العالي,177.53,,
,2018-02-21 00:00:00.000,بحيرة السد العالي,177.53,,
,2018-02-22 00:00:00.000,بحيرة السد العالي,177.53,,
,2018-02-23 00:00:00.000,بحيرة السد العالي,177.53,,
,2018-02-24 00:00:00.000,بحيرة السد العالي,177.53,,
,2018-02-25 00:00:00.000,بحيرة السد العالي,177.52,,
,2018-02-26 00:00:00.000,بحيرة السد العالي,177.52,,
,2018-02-27 00:00:00.000,بحيرة السد العالي,177.53,,
,2018-02-28 00:00:00.000,بحيرة السد العالي,177.53,,
,2018-03-01 00:00:00.000,بحيرة السد العالي,177.52,,
,2018-03-02 00:00:00.000,بحيرة السد العالي,177.52,,
,2018-03-03 00:00:00.000,بحيرة السد العالي,177.52,,
,2018-03-04 00:00:00.000,بحيرة السد العالي,177.52,,
,2018-03-05 00:00:00.000,بحيرة السد العالي,177.52,,
,2018-03-06 00:00:00.000,بحيرة السد العالي,177.52,,
,2018-03-06 00:00:00.000,الروصيرص,490,.00,.00
,2018-03-07 00:00:00.000,مروى,299,509,.00
,2018-03-07 00:00:00.000,بحيرة السد العالي,177.52,,
,2018-03-08 00:00:00.000,بحيرة السد العالي,177.51,,
,2018-03-09 00:00:00.000,بحيرة السد العالي,177.5,,
,2018-03-10 00:00:00.000,بحيرة السد العالي,177.49,,
,2018-03-11 00:00:00.000,بحيرة السد العالي,177.48,,
,2018-03-12 00:00:00.000,بحيرة السد العالي,177.47,,
,2018-03-13 00:00:00.000,بحيرة السد العالي,177.46,,
,2018-03-14 00:00:00.000,بحيرة السد العالي,177.46,,
,2018-03-15 00:00:00.000,بحيرة السد العالي,177.46,,
,2018-03-16 00:00:00.000,بحيرة السد العالي,177.47,,
,2018-03-17 00:00:00.000,بحيرة السد العالي,177.47,,
,2018-03-18 00:00:00.000,بحيرة السد العالي,177.47,,
,2018-03-19 00:00:00.000,بحيرة السد العالي,177.47,,
,2018-03-20 00:00:00.000,بحيرة السد العالي,177.47,,
,2018-03-21 00:00:00.000,بحيرة السد العالي,177.46,,
,2018-03-22 00:00:00.000,بحيرة السد العالي,177.45,,
,2018-03-23 00:00:00.000,بحيرة السد العالي,177.45,,
,2018-03-24 00:00:00.000,بحيرة السد العالي,177.45,,
,2018-03-25 00:00:00.000,بحيرة السد العالي,177.44,,
,2018-03-26 00:00:00.000,بحيرة السد العالي,177.43,,
,2018-03-27 00:00:00.000,بحيرة السد العالي,177.42,,
,2018-03-28 00:00:00.000,بحيرة السد العالي,177.41,,
,2018-03-29 00:00:00.000,بحيرة السد العالي,177.39,,
,2018-03-30 00:00:00.000,بحيرة السد العالي,177.37,,
,2018-03-31 00:00:00.000,بحيرة السد العالي,177.35,,
,2018-04-01 00:00:00.000,بحيرة السد العالي,177.34,,
,2018-04-02 00:00:00.000,بحيرة السد العالي,177.34,,
,2018-04-03 00:00:00.000,بحيرة السد العالي,177.35,,
,2018-04-04 00:00:00.000,بحيرة السد العالي,177.35,,
,2018-04-05 00:00:00.000,بحيرة السد العالي,177.35,,
,2018-04-05 00:00:00.000,الروصيرص,487,.00,.00
,2018-04-06 00:00:00.000,مروى,295,434,.00
,2018-04-06 00:00:00.000,بحيرة السد العالي,177.35,,
,2018-04-07 00:00:00.000,بحيرة السد العالي,177.34,,
,2018-04-08 00:00:00.000,بحيرة السد العالي,177.33,,
,2018-04-09 00:00:00.000,بحيرة السد العالي,177.31,,
,2018-04-10 00:00:00.000,بحيرة السد العالي,177.29,,
,2018-04-11 00:00:00.000,بحيرة السد العالي,177.28,,
,2018-04-12 00:00:00.000,بحيرة السد العالي,177.27,,
,2018-04-13 00:00:00.000,بحيرة السد العالي,177.27,,
,2018-04-14 00:00:00.000,بحيرة السد العالي,177.27,,
,2018-04-15 00:00:00.000,بحيرة السد العالي,177.25,,
,2018-04-16 00:00:00.000,بحيرة السد العالي,177.24,,
,2018-04-17 00:00:00.000,بحيرة السد العالي,177.22,,
,2018-04-18 00:00:00.000,بحيرة السد العالي,177.2,,
,2018-04-19 00:00:00.000,بحيرة السد العالي,177.18,,
,2018-04-20 00:00:00.000,بحيرة السد العالي,177.16,,
,2018-04-21 00:00:00.000,بحيرة السد العالي,177.14,,
,2018-04-22 00:00:00.000,بحيرة السد العالي,177.12,,
,2018-04-23 00:00:00.000,بحيرة السد العالي,177.1,,
,2018-04-24 00:00:00.000,بحيرة السد العالي,177.08,,
,2018-04-25 00:00:00.000,بحيرة السد العالي,177.06,,
,2018-04-26 00:00:00.000,بحيرة السد العالي,177.05,,
,2018-04-27 00:00:00.000,بحيرة السد العالي,177.05,,
,2018-04-28 00:00:00.000,بحيرة السد العالي,177.05,,
,2018-04-29 00:00:00.000,بحيرة السد العالي,177.04,,
,2018-04-30 00:00:00.000,بحيرة السد العالي,177.02,,
,2018-05-01 00:00:00.000,بحيرة السد العالي,177.02,,
,2018-05-02 00:00:00.000,بحيرة السد العالي,177.01,,
,2018-05-03 00:00:00.000,بحيرة السد العالي,176.99,,
,2018-05-04 00:00:00.000,بحيرة السد العالي,176.98,,
,2018-05-05 00:00:00.000,بحيرة السد العالي,176.97,,
,2018-05-05 00:00:00.000,الروصيرص,486,.00,.00
,2018-05-06 00:00:00.000,مروى,297,469,.00
,2018-05-06 00:00:00.000,بحيرة السد العالي,176.96,,
,2018-05-07 00:00:00.000,بحيرة السد العالي,176.94,,
,2018-05-08 00:00:00.000,بحيرة السد العالي,176.91,,
,2018-05-09 00:00:00.000,بحيرة السد العالي,176.9,,
,2018-05-10 00:00:00.000,بحيرة السد العالي,176.89,,
,2018-05-11 00:00:00.000,بحيرة السد العالي,176.88,,
,2018-05-12 00:00:00.000,بحيرة السد العالي,176.86,,
,2018-05-13 00:00:00.000,بحيرة السد العالي,176.83,,
,2018-05-14 00:00:00.000,بحيرة السد العالي,176.81,,
,2018-05-15 00:00:00.000,بحيرة السد العالي,176.78,,
,2018-05-16 00:00:00.000,بحيرة السد العالي,176.75,,
,2018-05-17 00:00:00.000,بحيرة السد العالي,176.72,,
,2018-05-18 00:00:00.000,بحيرة السد العالي,176.71,,
,2018-05-19 00:00:00.000,بحيرة السد العالي,176.7,,
,2018-05-20 00:00:00.000,بحيرة السد العالي,176.69,,
,2018-05-21 00:00:00.000,بحيرة السد العالي,176.67,,
,2018-05-22 00:00:00.000,بحيرة السد العالي,176.65,,
,2018-05-23 00:00:00.000,بحيرة السد العالي,176.63,,
,2018-05-24 00:00:00.000,بحيرة السد العالي,176.61,,
,2018-05-25 00:00:00.000,بحيرة السد العالي,176.59,,
,2018-05-26 00:00:00.000,بحيرة السد العالي,176.57,,
,2018-05-27 00:00:00.000,بحيرة السد العالي,176.56,,
,2018-05-28 00:00:00.000,بحيرة السد العالي,176.55,,
,2018-05-29 00:00:00.000,بحيرة السد العالي,176.54,,
,2018-05-30 00:00:00.000,بحيرة السد العالي,176.53,,
,2018-05-31 00:00:00.000,بحيرة السد العالي,176.52,,
,2018-06-01 00:00:00.000,بحيرة السد العالي,176.51,,
,2018-06-02 00:00:00.000,بحيرة السد العالي,176.5,,
,2018-06-03 00:00:00.000,بحيرة السد العالي,176.48,,
,2018-06-04 00:00:00.000,بحيرة السد العالي,176.45,,
,2018-06-04 00:00:00.000,الروصيرص,481,.00,.00
,2018-06-05 00:00:00.000,مروى,294,417,.00
,2018-06-05 00:00:00.000,بحيرة السد العالي,176.42,,
,2018-06-06 00:00:00.000,بحيرة السد العالي,176.39,,
,2018-06-07 00:00:00.000,بحيرة السد العالي,176.37,,
,2018-06-08 00:00:00.000,بحيرة السد العالي,176.35,,
,2018-06-09 00:00:00.000,بحيرة السد العالي,176.34,,
,2018-06-10 00:00:00.000,بحيرة السد العالي,176.33,,
,2018-06-11 00:00:00.000,بحيرة السد العالي,176.32,,
,2018-06-12 00:00:00.000,بحيرة السد العالي,176.31,,
,2018-06-13 00:00:00.000,بحيرة السد العالي,176.3,,
,2018-06-14 00:00:00.000,بحيرة السد العالي,176.3,,
,2018-06-15 00:00:00.000,بحيرة السد العالي,176.3,,
,2018-06-16 00:00:00.000,بحيرة السد العالي,176.29,,
,2018-06-17 00:00:00.000,بحيرة السد العالي,176.29,,
,2018-06-18 00:00:00.000,بحيرة السد العالي,176.28,,
,2018-06-19 00:00:00.000,بحيرة السد العالي,176.26,,
,2018-06-20 00:00:00.000,بحيرة السد العالي,176.25,,
,2018-06-21 00:00:00.000,بحيرة السد العالي,176.23,,
,2018-06-22 00:00:00.000,بحيرة السد العالي,176.21,,
,2018-06-23 00:00:00.000,بحيرة السد العالي,176.19,,
,2018-06-24 00:00:00.000,بحيرة السد العالي,176.17,,
,2018-06-25 00:00:00.000,بحيرة السد العالي,176.15,,
,2018-06-26 00:00:00.000,بحيرة السد العالي,176.13,,
,2018-06-27 00:00:00.000,بحيرة السد العالي,176.12,,
