Decimal year,Date,Time,Height,Standard deviation,Area,Volume
2018.77511986,2018/10/10,22:03,1135.39,0.01,9999.999,9999.999
2018.78582382,2018/10/14,19:49,1135.38,0.02,9999.999,9999.999
2018.79677702,2018/10/18,19:46,1135.39,0.02,9999.999,9999.999
2018.80228691,2018/10/20,20:02,1135.43,0.01,9999.999,9999.999
2018.82281202,2018/10/28,07:50,1135.41,0.02,9999.999,9999.999
2018.82945205,2018/10/30,18:00,1135.43,0.02,9999.999,9999.999
2018.83376332,2018/11/01,07:46,1135.39,0.02,9999.999,9999.999
2018.84471651,2018/11/05,07:43,1135.42,0.04,9999.999,9999.999
2018.85661910,2018/11/09,15:59,1135.39,0,9999.999,9999.999
2018.85979642,2018/11/10,19:49,1135.37,0.02,9999.999,9999.999
2018.87074962,2018/11/14,19:46,1135.4,0.02,9999.999,9999.999
2018.88378425,2018/11/19,13:57,1135.42,0,9999.999,9999.999
2018.89678463,2018/11/24,07:50,1135.4,0.03,9999.999,9999.999
2018.90773592,2018/11/28,07:46,1135.4,0.02,9999.999,9999.999
2018.91095129,2018/11/29,11:56,1135.41,0.02,9999.999,9999.999
2018.93376903,2018/12/07,19:49,1135.37,0.03,9999.999,9999.999
2018.93811644,2018/12/09,09:54,1135.41,0.01,9999.999,9999.999
2018.94472222,2018/12/11,19:46,1135.44,0.02,9999.999,9999.999
2018.96528349,2018/12/19,07:53,1135.46,0.01,9999.999,9999.999
2018.97075723,2018/12/21,07:50,1135.46,0.03,9999.999,9999.999
2018.98170852,2018/12/25,07:46,1135.51,0.02,9999.999,9999.999
2018.99244863,2018/12/29,05:51,1135.49,0.03,9999.999,9999.999
2019.00774163,2019/01/03,19:49,1135.48,0.03,9999.999,9999.999
2019.01869483,2019/01/07,19:46,1135.51,0.02,9999.999,9999.999
2019.01961568,2019/01/08,03:50,1135.46,0.01,9999.999,9999.999
2019.04472983,2019/01/17,07:50,1135.47,0.02,9999.999,9999.999
2019.04678082,2019/01/18,01:48,1135.41,0.02,9999.999,9999.999
2019.05568113,2019/01/21,07:46,1135.47,0.03,9999.999,9999.999
2019.06663432,2019/01/25,07:43,1135.42,0.07,9999.999,9999.999
2019.07394787,2019/01/27,23:47,1135.46,0.01,9999.999,9999.999
2019.08171423,2019/01/30,19:49,1135.45,0.02,9999.999,9999.999
2019.09266743,2019/02/03,19:46,1135.44,0.02,9999.999,9999.999
2019.10111301,2019/02/06,21:45,1135.45,0.01,9999.999,9999.999
2019.11870244,2019/02/13,07:50,1135.44,0.03,9999.999,9999.999
2019.12828006,2019/02/16,19:44,1135.4,0.02,9999.999,9999.999
2019.12965373,2019/02/17,07:46,1135.42,0.02,9999.999,9999.999
2019.14060693,2019/02/21,07:43,1135.53,0.03,9999.999,9999.999
2019.16664003,2019/03/02,19:46,1135.37,0.02,9999.999,9999.999
2019.18261225,2019/03/08,15:41,1135.41,0.02,9999.999,9999.999
2019.19267504,2019/03/12,07:50,1135.38,0.02,9999.999,9999.999
2019.20362633,2019/03/16,07:46,1135.41,0.02,9999.999,9999.999
2019.20977740,2019/03/18,13:39,1135.42,0.01,9999.999,9999.999
2019.21457953,2019/03/20,07:43,1135.4,0.01,9999.999,9999.999
2019.22965944,2019/03/25,19:49,1135.32,0.03,9999.999,9999.999
2019.23694444,2019/03/28,11:38,1135.4,0.02,9999.999,9999.999
2019.24061263,2019/03/29,19:46,1135.35,0.02,9999.999,9999.999
2019.26664764,2019/04/08,07:50,1135.33,0.02,9999.999,9999.999
2019.27759893,2019/04/12,07:46,1135.33,0.02,9999.999,9999.999
2019.28855213,2019/04/16,07:43,1135.31,0.03,9999.999,9999.999
2019.29127664,2019/04/17,07:35,1135.38,0.02,9999.999,9999.999
2019.30363204,2019/04/21,19:49,1135.3,0.02,9999.999,9999.999
2019.31458524,2019/04/25,19:46,1135.34,0.02,9999.999,9999.999
2019.31844178,2019/04/27,05:33,1135.39,0.02,9999.999,9999.999
2019.34062024,2019/05/05,07:50,1135.4,0.03,9999.999,9999.999
2019.34560883,2019/05/07,03:32,1135.39,0.01,9999.999,9999.999
2019.35157154,2019/05/09,07:46,1135.42,0.02,9999.999,9999.999
2019.36252473,2019/05/13,07:43,1135.4,0.04,9999.999,9999.999
2019.37277397,2019/05/17,01:30,1135.42,0.03,9999.999,9999.999
2019.37760464,2019/05/18,19:49,1135.41,0.02,9999.999,9999.999
2019.38855784,2019/05/22,19:46,1135.43,0.02,9999.999,9999.999
2019.39994102,2019/05/26,23:29,1135.48,0.02,9999.999,9999.999
2019.41459285,2019/06/01,07:50,1135.52,0.02,9999.999,9999.999
2019.42554414,2019/06/05,07:46,1135.52,0.02,9999.999,9999.999
2019.42710807,2019/06/05,21:28,1135.56,0.02,9999.999,9999.999
2019.45157725,2019/06/14,19:49,1135.51,0.02,9999.999,9999.999
2019.45427321,2019/06/15,19:26,1135.56,0.02,9999.999,9999.999
2019.46253044,2019/06/18,19:46,1135.52,0.02,9999.999,9999.999
2019.48144026,2019/06/25,17:25,1135.5,0,9999.999,9999.999
2019.48856545,2019/06/28,07:50,1135.5,0.02,9999.999,9999.999
2019.49951674,2019/07/02,07:46,1135.52,0.03,9999.999,9999.999
2019.50860540,2019/07/05,15:23,1135.52,0.02,9999.999,9999.999
2019.51046994,2019/07/06,07:43,1135.48,0.01,9999.999,9999.999
2019.52554985,2019/07/11,19:49,1135.5,0.02,9999.999,9999.999
2019.53577245,2019/07/15,13:22,1135.5,0.02,9999.999,9999.999
2019.53650304,2019/07/15,19:46,1135.53,0.02,9999.999,9999.999
2019.56253805,2019/07/25,07:50,1135.47,0.02,9999.999,9999.999
2019.56293760,2019/07/25,11:20,1135.47,0.02,9999.999,9999.999
2019.57348935,2019/07/29,07:46,1135.47,0.03,9999.999,9999.999
2019.58444254,2019/08/02,07:43,1135.47,0.04,9999.999,9999.999
2019.59010464,2019/08/04,09:19,1135.48,0.01,9999.999,9999.999
2019.59952245,2019/08/07,19:49,1135.43,0.02,9999.999,9999.999
2019.61047565,2019/08/11,19:46,1135.45,0.02,9999.999,9999.999
2019.61726979,2019/08/14,07:17,1135.49,0.02,9999.999,9999.999
2019.63651065,2019/08/21,07:50,1135.38,0.02,9999.999,9999.999
2019.64443683,2019/08/24,05:16,1135.36,0.01,9999.999,9999.999
2019.64746195,2019/08/25,07:46,1135.34,0.02,9999.999,9999.999
2019.65841514,2019/08/29,07:43,1135.33,0.07,9999.999,9999.999
2019.67160198,2019/09/03,03:14,1135.42,0.01,9999.999,9999.999
2019.67349505,2019/09/03,19:49,1135.39,0.02,9999.999,9999.999
2019.68444825,2019/09/07,19:46,1135.36,0.01,9999.999,9999.999
2019.69876903,2019/09/13,01:13,1135.43,0.02,9999.999,9999.999
2019.71048326,2019/09/17,07:50,1135.39,0.02,9999.999,9999.999
2019.72143455,2019/09/21,07:46,1135.35,0.02,9999.999,9999.999
2019.72593417,2019/09/22,23:11,1135.36,0.01,9999.999,9999.999
2019.73238775,2019/09/25,07:43,1135.35,0.05,9999.999,9999.999
2019.74746766,2019/09/30,19:49,1135.35,0.02,9999.999,9999.999
2019.75310122,2019/10/02,21:10,1135.41,0.02,9999.999,9999.999
2019.75842085,2019/10/04,19:46,1135.37,0.02,9999.999,9999.999
2019.78026636,2019/10/12,19:08,1135.44,0.02,9999.999,9999.999
2019.78445586,2019/10/14,07:50,1135.45,0.03,9999.999,9999.999
2019.79540715,2019/10/18,07:46,1135.42,0.03,9999.999,9999.999
2019.80636035,2019/10/22,07:43,1135.47,0.02,9999.999,9999.999
2019.80743341,2019/10/22,17:07,1135.48,0,9999.999,9999.999
2019.82144026,2019/10/27,19:49,1135.53,0.02,9999.999,9999.999
2019.83239346,2019/10/31,19:46,1135.56,0.02,9999.999,9999.999
2019.83459855,2019/11/01,15:05,1135.52,0.01,9999.999,9999.999
2019.85842846,2019/11/10,07:50,1135.55,0.02,9999.999,9999.999
2019.86176560,2019/11/11,13:04,1135.55,0.03,9999.999,9999.999
2019.86937976,2019/11/14,07:46,1135.6,0.02,9999.999,9999.999
2019.88033295,2019/11/18,07:43,1135.68,0.01,9999.999,9999.999
2019.88893075,2019/11/21,11:02,1135.59,0.04,9999.999,9999.999
2019.90636606,2019/11/27,19:46,1135.66,0.02,9999.999,9999.999
2019.91609779,2019/12/01,09:01,1135.68,0.05,9999.999,9999.999
2019.93240107,2019/12/07,07:50,1135.78,0.04,9999.999,9999.999
2019.94335236,2019/12/11,07:46,1135.86,0.03,9999.999,9999.999
2019.95430556,2019/12/15,07:43,1135.91,0.01,9999.999,9999.999
2019.96938546,2019/12/20,19:49,1135.9,0.03,9999.999,9999.999
2019.97042998,2019/12/21,04:58,1135.96,0.04,9999.999,9999.999
2019.98033866,2019/12/24,19:46,1135.95,0.02,9999.999,9999.999
2019.99759703,2019/12/31,02:57,1135.99,0.04,9999.999,9999.999
2020.00635625,2020/01/03,07:50,1135.99,0.03,9999.999,9999.999
2020.01727763,2020/01/07,07:46,1136.02,0.02,9999.999,9999.999
2020.02469452,2020/01/10,00:55,1135.99,0.04,9999.999,9999.999
2020.02820090,2020/01/11,07:43,1136.01,0.02,9999.999,9999.999
2020.04323960,2020/01/16,19:49,1136,0.02,9999.999,9999.999
2020.05178734,2020/01/19,22:54,1136.04,0.04,9999.999,9999.999
2020.05416287,2020/01/20,19:46,1136.04,0.02,9999.999,9999.999
2020.07887826,2020/01/29,20:52,1136.1,0.04,9999.999,9999.999
2020.08012675,2020/01/30,07:50,1136.09,0.02,9999.999,9999.999
2020.09104812,2020/02/03,07:46,1136.14,0.02,9999.999,9999.999
2020.11701009,2020/02/12,19:49,1136.2,0.02,9999.999,9999.999
2020.12793336,2020/02/16,19:46,1136.18,0.02,9999.999,9999.999
2020.13306201,2020/02/18,16:49,1136.21,0.03,9999.999,9999.999
2020.15389724,2020/02/26,07:50,1136.24,0.02,9999.999,9999.999
2020.16015483,2020/02/28,14:48,1136.2,0.04,9999.999,9999.999
2020.16481861,2020/03/01,07:46,1136.22,0.02,9999.999,9999.999
2020.17574188,2020/03/05,07:43,1136.31,0.03,9999.999,9999.999
2020.18724575,2020/03/09,12:46,1136.25,0.04,9999.999,9999.999
2020.19078059,2020/03/10,19:49,1136.29,0.03,9999.999,9999.999
2020.20170386,2020/03/14,19:46,1136.28,0.02,9999.999,9999.999
2020.21433857,2020/03/19,10:45,1136.35,0.04,9999.999,9999.999
2020.22766773,2020/03/24,07:50,1136.39,0.02,9999.999,9999.999
2020.23858910,2020/03/28,07:46,1136.44,0.02,9999.999,9999.999
2020.24142949,2020/03/29,08:43,1136.49,0.03,9999.999,9999.999
2020.24951237,2020/04/01,07:43,1136.47,0.02,9999.999,9999.999
2020.26455108,2020/04/06,19:49,1136.45,0.03,9999.999,9999.999
2020.26852231,2020/04/08,06:42,1136.49,0.03,9999.999,9999.999
2020.27547435,2020/04/10,19:46,1136.42,0.02,9999.999,9999.999
2020.29561324,2020/04/18,04:40,1136.48,0.05,9999.999,9999.999
2020.30143822,2020/04/20,07:50,1136.55,0.03,9999.999,9999.999
2020.32270606,2020/04/28,02:39,1136.66,0.04,9999.999,9999.999
2020.32328286,2020/04/28,07:43,1136.58,0.01,9999.999,9999.999
2020.34924484,2020/05/07,19:46,1136.76,0.03,9999.999,9999.999
2020.34979698,2020/05/08,00:37,1136.7,0.04,9999.999,9999.999
2020.37520871,2020/05/17,07:50,1136.81,0.02,9999.999,9999.999
2020.37688980,2020/05/17,22:36,1136.78,0.04,9999.999,9999.999
2020.38613009,2020/05/21,07:46,1136.77,0.02,9999.999,9999.999
2020.39705335,2020/05/25,07:43,1136.69,0.07,9999.999,9999.999
2020.40398072,2020/05/27,20:34,1136.76,0.03,9999.999,9999.999
2020.41209206,2020/05/30,19:49,1136.72,0.02,9999.999,9999.999
2020.42301533,2020/06/03,19:46,1136.73,0.02,9999.999,9999.999
2020.43107354,2020/06/06,18:33,1136.73,0.03,9999.999,9999.999
2020.44897920,2020/06/13,07:50,1136.69,0.02,9999.999,9999.999
2020.45990058,2020/06/17,07:46,1136.67,0.02,9999.999,9999.999
2020.48525729,2020/06/26,14:30,1136.68,0.03,9999.999,9999.999
2020.48586255,2020/06/26,19:49,1136.63,0.02,9999.999,9999.999
2020.49678582,2020/06/30,19:46,1136.64,0.02,9999.999,9999.999
2020.51235011,2020/07/06,12:29,1136.58,0.04,9999.999,9999.999
2020.52274970,2020/07/10,07:50,1136.56,0.02,9999.999,9999.999
2020.53367107,2020/07/14,07:46,1136.55,0.02,9999.999,9999.999
2020.53944103,2020/07/16,10:27,1136.58,0.04,9999.999,9999.999
2020.54459434,2020/07/18,07:43,1136.55,0.01,9999.999,9999.999
2020.55963304,2020/07/23,19:49,1136.52,0.02,9999.999,9999.999
2020.56653385,2020/07/26,08:26,1136.5,0.04,9999.999,9999.999
2020.57055631,2020/07/27,19:46,1136.49,0.01,9999.999,9999.999
2020.59362477,2020/08/05,06:24,1136.48,0.03,9999.999,9999.999
2020.59652019,2020/08/06,07:50,1136.44,0.02,9999.999,9999.999
2020.60744156,2020/08/10,07:46,1136.41,0.02,9999.999,9999.999
2020.62071759,2020/08/15,04:23,1136.44,0.04,9999.999,9999.999
2020.63340354,2020/08/19,19:49,1136.42,0.02,9999.999,9999.999
2020.64432681,2020/08/23,19:46,1136.39,0.02,9999.999,9999.999
2020.64780852,2020/08/25,02:21,1136.44,0.04,9999.999,9999.999
2020.67029068,2020/09/02,07:50,1136.39,0.02,9999.999,9999.999
2020.67490134,2020/09/04,00:20,1136.37,0.03,9999.999,9999.999
2020.68121205,2020/09/06,07:46,1136.38,0.02,9999.999,9999.999
2020.69213532,2020/09/10,07:43,1136.38,0.01,9999.999,9999.999
2020.70199226,2020/09/13,22:18,1136.38,0.04,9999.999,9999.999
2020.72908508,2020/09/23,20:17,1136.34,0.03,9999.999,9999.999
2020.74406117,2020/09/29,07:50,1136.4,0.03,9999.999,9999.999
2020.75498254,2020/10/03,07:46,1136.39,0.02,9999.999,9999.999
2020.75617600,2020/10/03,18:15,1136.4,0.04,9999.999,9999.999
2020.76590581,2020/10/07,07:43,1136.51,0.09,9999.999,9999.999
2020.78326882,2020/10/13,16:14,1136.4,0.04,9999.999,9999.999
2020.79186779,2020/10/16,19:46,1136.38,0.03,9999.999,9999.999
2020.81035975,2020/10/23,14:12,1136.4,0.04,9999.999,9999.999
2020.81783166,2020/10/26,07:50,1136.38,0.02,9999.999,9999.999
2020.82875304,2020/10/30,07:46,1136.39,0.02,9999.999,9999.999
2020.83745257,2020/11/02,12:11,1136.39,0.03,9999.999,9999.999
2020.83967631,2020/11/03,07:43,1136.38,0.01,9999.999,9999.999
2020.85471501,2020/11/08,19:49,1136.33,0.02,9999.999,9999.999
2020.86454349,2020/11/12,10:09,1136.43,0.04,9999.999,9999.999
2020.86563828,2020/11/12,19:46,1136.39,0.02,9999.999,9999.999
2020.89163631,2020/11/22,08:08,1136.5,0.03,9999.999,9999.999
2020.90252353,2020/11/26,07:46,1136.5,0.02,9999.999,9999.999
2020.91344680,2020/11/30,07:43,1136.65,0.05,9999.999,9999.999
2020.91872723,2020/12/02,06:06,1136.56,0.04,9999.999,9999.999
2020.93940877,2020/12/09,19:46,1136.54,0.03,9999.999,9999.999
2020.94582005,2020/12/12,04:05,1136.6,0.03,9999.999,9999.999
2020.96537265,2020/12/19,07:50,1136.55,0.02,9999.999,9999.999
2020.97291097,2020/12/22,02:03,1136.59,0.02,9999.999,9999.999
2020.97629402,2020/12/23,07:46,1136.55,0.02,9999.999,9999.999
2020.98721729,2020/12/27,07:43,1136.57,0.03,9999.999,9999.999
2021.00000381,2021/01/01,00:02,1136.52,0.04,9999.999,9999.999
2021.00226218,2021/01/01,19:49,1136.56,0.02,9999.999,9999.999
2021.01321537,2021/01/05,19:46,1136.56,0.02,9999.999,9999.999
2021.02717085,2021/01/10,22:01,1136.58,0.01,9999.999,9999.999
2021.03925038,2021/01/15,07:50,1136.63,0.03,9999.999,9999.999
2021.05020167,2021/01/19,07:46,1136.62,0.02,9999.999,9999.999
2021.05433600,2021/01/20,19:59,1136.6,0.01,9999.999,9999.999
2021.06115487,2021/01/23,07:43,1136.61,0.02,9999.999,9999.999
2021.07623478,2021/01/28,19:49,1136.61,0.03,9999.999,9999.999
2021.08150304,2021/01/30,17:58,1136.58,0.02,9999.999,9999.999
2021.08718798,2021/02/01,19:46,1136.61,0.02,9999.999,9999.999
2021.10866819,2021/02/09,15:56,1136.61,0.02,9999.999,9999.999
2021.11322298,2021/02/11,07:50,1136.59,0.02,9999.999,9999.999
2021.12417428,2021/02/15,07:46,1136.61,0.02,9999.999,9999.999
2021.13512747,2021/02/19,07:43,1136.57,0.03,9999.999,9999.999
2021.13583524,2021/02/19,13:55,1136.6,0.02,9999.999,9999.999
2021.15020738,2021/02/24,19:49,1136.55,0.02,9999.999,9999.999
2021.16116058,2021/02/28,19:46,1136.59,0.02,9999.999,9999.999
2021.16300038,2021/03/01,11:53,1136.58,0.02,9999.999,9999.999
2021.18719559,2021/03/10,07:50,1136.56,0.03,9999.999,9999.999
2021.19016743,2021/03/11,09:52,1136.56,0.01,9999.999,9999.999
2021.19814688,2021/03/14,07:46,1136.55,0.02,9999.999,9999.999
2021.21733257,2021/03/21,07:50,1136.5,0.01,9999.999,9999.999
2021.22417998,2021/03/23,19:49,1136.49,0.02,9999.999,9999.999
2021.23513318,2021/03/27,19:46,1136.48,0.02,9999.999,9999.999
2021.24449962,2021/03/31,05:49,1136.57,0.01,9999.999,9999.999
2021.26116819,2021/04/06,07:50,1136.55,0.02,9999.999,9999.999
2021.27166476,2021/04/10,03:47,1136.52,0.01,9999.999,9999.999
2021.27211948,2021/04/10,07:46,1136.61,0.02,9999.999,9999.999
2021.28307268,2021/04/14,07:43,1136.56,0.01,9999.999,9999.999
2021.29815259,2021/04/19,19:49,1136.53,0.02,9999.999,9999.999
2021.29883181,2021/04/20,01:46,1136.58,0.03,9999.999,9999.999
2021.30910578,2021/04/23,19:46,1136.56,0.02,9999.999,9999.999
2021.32599696,2021/04/29,23:44,1136.66,0.02,9999.999,9999.999
2021.33514079,2021/05/03,07:50,1136.69,0.02,9999.999,9999.999
2021.34609209,2021/05/07,07:46,1136.7,0.02,9999.999,9999.999
2021.35316400,2021/05/09,21:43,1136.74,0.01,9999.999,9999.999
2021.35704528,2021/05/11,07:43,1136.81,0.01,9999.999,9999.999
2021.37212519,2021/05/16,19:49,1136.8,0.02,9999.999,9999.999
2021.38032915,2021/05/19,19:41,1136.8,0.03,9999.999,9999.999
2021.38307839,2021/05/20,19:46,1136.78,0.02,9999.999,9999.999
2021.40749619,2021/05/29,17:40,1136.76,0.01,9999.999,9999.999
2021.40911339,2021/05/30,07:50,1136.76,0.02,9999.999,9999.999
2021.42006469,2021/06/03,07:46,1136.72,0.02,9999.999,9999.999
2021.43466134,2021/06/08,15:38,1136.71,0.03,9999.999,9999.999
2021.44609779,2021/06/12,19:49,1136.64,0.02,9999.999,9999.999
2021.45705099,2021/06/16,19:46,1136.63,0.02,9999.999,9999.999
2021.46182839,2021/06/18,13:37,1136.65,0.01,9999.999,9999.999
2021.48308600,2021/06/26,07:50,1136.6,0.02,9999.999,9999.999
2021.48899353,2021/06/28,11:35,1136.61,0.02,9999.999,9999.999
2021.49403729,2021/06/30,07:46,1136.55,0.03,9999.999,9999.999
2021.50499049,2021/07/04,07:43,1136.53,0.02,9999.999,9999.999
2021.51616058,2021/07/08,09:34,1136.53,0.01,9999.999,9999.999
2021.52007040,2021/07/09,19:49,1136.5,0.02,9999.999,9999.999
2021.53102359,2021/07/13,19:46,1136.49,0.02,9999.999,9999.999
2021.54332572,2021/07/18,07:32,1136.4,0.02,9999.999,9999.999
2021.55705860,2021/07/23,07:50,1136.39,0.02,9999.999,9999.999
2021.56800989,2021/07/27,07:46,1136.36,0.02,9999.999,9999.999
2021.57049277,2021/07/28,05:31,1136.35,0.02,9999.999,9999.999
2021.59404300,2021/08/05,19:49,1136.31,0.02,9999.999,9999.999
2021.59765982,2021/08/07,03:30,1136.29,0.01,9999.999,9999.999
2021.60499619,2021/08/09,19:46,1136.32,0.02,9999.999,9999.999
2021.62482496,2021/08/17,01:28,1136.28,0.01,9999.999,9999.999
2021.63103120,2021/08/19,07:50,1136.28,0.02,9999.999,9999.999
2021.64198250,2021/08/23,07:46,1136.29,0.02,9999.999,9999.999
2021.65199201,2021/08/26,23:27,1136.24,0.02,9999.999,9999.999
2021.66801560,2021/09/01,19:49,1136.2,0.02,9999.999,9999.999
2021.67896880,2021/09/05,19:46,1136.22,0.02,9999.999,9999.999
2021.67915715,2021/09/05,21:25,1136.19,0.01,9999.999,9999.999
2021.70500381,2021/09/15,07:50,1136.16,0.02,9999.999,9999.999
2021.70632420,2021/09/15,19:24,1136.17,0.02,9999.999,9999.999
2021.71595510,2021/09/19,07:46,1136.21,0.02,9999.999,9999.999
2021.72690830,2021/09/23,07:43,1136.11,0.13,9999.999,9999.999
2021.73348935,2021/09/25,17:22,1136.16,0.01,9999.999,9999.999
2021.74198820,2021/09/28,19:49,1136.17,0.03,9999.999,9999.999
2021.75294140,2021/10/02,19:46,1136.17,0.02,9999.999,9999.999
2021.76065639,2021/10/05,15:21,1136.21,0.03,9999.999,9999.999
2021.77897641,2021/10/12,07:50,1136.17,0.02,9999.999,9999.999
2021.78782154,2021/10/15,13:19,1136.23,0.04,9999.999,9999.999
2021.78992770,2021/10/16,07:46,1136.19,0.03,9999.999,9999.999
2021.81498858,2021/10/25,11:18,1136.21,0.04,9999.999,9999.999
2021.81596081,2021/10/25,19:49,1136.18,0.02,9999.999,9999.999
2021.82691400,2021/10/29,19:46,1136.14,0.02,9999.999,9999.999
2021.84215373,2021/11/04,09:16,1136.22,0.03,9999.999,9999.999
2021.85294901,2021/11/08,07:50,1136.18,0.02,9999.999,9999.999
2021.86390030,2021/11/12,07:46,1136.15,0.02,9999.999,9999.999
2021.86932078,2021/11/14,07:15,1136.15,0.03,9999.999,9999.999
2021.88993341,2021/11/21,19:49,1136.13,0.02,9999.999,9999.999
2021.89648592,2021/11/24,05:13,1136.13,0.04,9999.999,9999.999
2021.90088661,2021/11/25,19:46,1136.12,0.02,9999.999,9999.999
2021.92365297,2021/12/04,03:12,1136.18,0.03,9999.999,9999.999
2021.92692161,2021/12/05,07:50,1136.19,0.03,9999.999,9999.999
2021.93787291,2021/12/09,07:46,1136.14,0.02,9999.999,9999.999
2021.94882610,2021/12/13,07:43,1136.12,0.02,9999.999,9999.999
2021.95081811,2021/12/14,01:10,1136.14,0.03,9999.999,9999.999
2021.96390601,2021/12/18,19:49,1136.12,0.02,9999.999,9999.999
2021.97485921,2021/12/22,19:46,1136.16,0.02,9999.999,9999.999
2021.97798516,2021/12/23,23:09,1136.16,0.04,9999.999,9999.999
2022.00089422,2022/01/01,07:50,1136.16,0.03,9999.999,9999.999
2022.00515030,2022/01/02,21:07,1136.17,0.04,9999.999,9999.999
2022.01184551,2022/01/05,07:46,1136.15,0.02,9999.999,9999.999
2022.03231735,2022/01/12,19:06,1136.12,0.03,9999.999,9999.999
2022.03787861,2022/01/14,19:49,1136.08,0.02,9999.999,9999.999
2022.04883181,2022/01/18,19:46,1136.06,0.02,9999.999,9999.999
2022.05948250,2022/01/22,17:04,1136.14,0.04,9999.999,9999.999
2022.07486682,2022/01/28,07:50,1136.12,0.02,9999.999,9999.999
2022.08581811,2022/02/01,07:46,1136.16,0.03,9999.999,9999.999
2022.08664954,2022/02/01,15:03,1136.13,0.04,9999.999,9999.999
2022.09677131,2022/02/05,07:43,1136.13,0.01,9999.999,9999.999
2022.11185122,2022/02/10,19:49,1136.11,0.02,9999.999,9999.999
2022.11381469,2022/02/11,13:01,1136.17,0.04,9999.999,9999.999
2022.12280441,2022/02/14,19:46,1136.13,0.02,9999.999,9999.999
2022.14098174,2022/02/21,11:00,1136.24,0.04,9999.999,9999.999
2022.14883942,2022/02/24,07:50,1136.18,0.02,9999.999,9999.999
2022.15979072,2022/02/28,07:46,1136.18,0.02,9999.999,9999.999
2022.16814878,2022/03/03,08:59,1136.21,0.04,9999.999,9999.999
2022.17074391,2022/03/04,07:43,1136.23,0.02,9999.999,9999.999
2022.19531393,2022/03/13,06:57,1136.16,0.04,9999.999,9999.999
2022.19677702,2022/03/13,19:46,1136.14,0.02,9999.999,9999.999
2022.22248097,2022/03/23,04:56,1136.16,0.04,9999.999,9999.999
2022.22281202,2022/03/23,07:50,1136.15,0.02,9999.999,9999.999
2022.23376332,2022/03/27,07:46,1136.17,0.03,9999.999,9999.999
2022.24471651,2022/03/31,07:43,1136.22,0.03,9999.999,9999.999
2022.24964612,2022/04/02,02:54,1136.2,0.04,9999.999,9999.999
2022.25979642,2022/04/05,19:49,1136.14,0.02,9999.999,9999.999
2022.27074962,2022/04/09,19:46,1136.13,0.02,9999.999,9999.999
2022.27681317,2022/04/12,00:53,1136.13,0.02,9999.999,9999.999
2022.29678463,2022/04/19,07:50,1136.16,0.02,9999.999,9999.999
2022.30398021,2022/04/21,22:52,1136.18,0.02,9999.999,9999.999
2022.30773592,2022/04/23,07:46,1136.21,0.02,9999.999,9999.999
2022.31868912,2022/04/27,07:43,1136.19,0.03,9999.999,9999.999
2022.33114536,2022/05/01,20:50,1136.29,0.03,9999.999,9999.999
2022.33377093,2022/05/02,19:50,1136.21,0.02,9999.999,9999.999
2022.34472222,2022/05/06,19:46,1136.26,0.02,9999.999,9999.999
2022.35831240,2022/05/11,18:49,1136.28,0.02,9999.999,9999.999
2022.37075723,2022/05/16,07:50,1136.29,0.02,9999.999,9999.999
2022.38170852,2022/05/20,07:46,1136.29,0.02,9999.999,9999.999
2022.38547755,2022/05/21,16:47,1136.3,0.02,9999.999,9999.999
2022.39266172,2022/05/24,07:43,1136.17,0.01,9999.999,9999.999
