تعديل,التاريخ,البحيرة,المنسوب  (م ),المساحة  (كم2 ),السعة التخزينية  (مليار م2 )
,2021-11-29 00:00:00.000,بحيرة منخفض توشكي 3,160,350,5.5
,2021-11-29 00:00:00.000,بحيرة منخفض توشكي 4,148,1118,23.5
,2021-12-09 00:00:00.000,بحيرة منخفض توشكي 1,160,595,11.1
,2021-12-09 00:00:00.000,بحيرة منخفض توشكي 2,150,430,5.3
,2021-12-09 00:00:00.000,بحيرة منخفض توشكي 3,160,350,5.5
,2021-12-09 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2021-12-24 00:00:00.000,بحيرة منخفض توشكي 1,158,560,9.9
,2021-12-24 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2021-12-24 00:00:00.000,بحيرة منخفض توشكي 3,159,310,5
,2021-12-24 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2022-01-03 00:00:00.000,بحيرة منخفض توشكي 1,156,320,8.8
,2022-01-03 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2022-01-03 00:00:00.000,بحيرة منخفض توشكي 3,159,295,4.9
,2022-01-03 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2022-01-18 00:00:00.000,بحيرة منخفض توشكي 1,156,320,8.8
,2022-01-18 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2022-01-18 00:00:00.000,بحيرة منخفض توشكي 3,158,281,4.7
,2022-01-18 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2022-01-23 00:00:00.000,بحيرة منخفض توشكي 1,156,320,8.8
,2022-01-23 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2022-01-23 00:00:00.000,بحيرة منخفض توشكي 3,157,275,4.3
,2022-01-23 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2022-01-28 00:00:00.000,بحيرة منخفض توشكي 1,156,320,8.8
,2022-01-28 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2022-01-28 00:00:00.000,بحيرة منخفض توشكي 3,156,266,4
,2022-01-28 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2022-02-07 00:00:00.000,بحيرة منخفض توشكي 1,155,301,8.4
,2022-02-07 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2022-02-07 00:00:00.000,بحيرة منخفض توشكي 3,155,245,3.7
,2022-02-07 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2022-02-12 00:00:00.000,بحيرة منخفض توشكي 1,155,301,8.4
,2022-02-12 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2022-02-12 00:00:00.000,بحيرة منخفض توشكي 3,155,245,3.7
,2022-02-12 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2022-02-17 00:00:00.000,بحيرة منخفض توشكي 1,155,301,8.4
,2022-02-17 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2022-02-17 00:00:00.000,بحيرة منخفض توشكي 3,155,245,3.7
,2022-02-17 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2022-02-22 00:00:00.000,بحيرة منخفض توشكي 1,155,301,8.4
,2022-02-22 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2022-02-22 00:00:00.000,بحيرة منخفض توشكي 3,155,245,3.7
,2022-02-22 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2022-02-27 00:00:00.000,بحيرة منخفض توشكي 1,155,301,8.4
,2022-02-27 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2022-02-27 00:00:00.000,بحيرة منخفض توشكي 3,155,245,3.7
,2022-02-27 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2022-03-19 00:00:00.000,بحيرة منخفض توشكي 1,155,301,8.4
,2022-03-19 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2022-03-19 00:00:00.000,بحيرة منخفض توشكي 3,155,245,3.7
,2022-03-19 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2022-03-24 00:00:00.000,بحيرة منخفض توشكي 1,155,301,8.4
,2022-03-24 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2022-03-24 00:00:00.000,بحيرة منخفض توشكي 3,155,245,3.7
,2022-03-24 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2022-03-29 00:00:00.000,بحيرة منخفض توشكي 1,155,301,8.4
,2022-03-29 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2022-03-29 00:00:00.000,بحيرة منخفض توشكي 3,155,245,3.7
,2022-03-29 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2022-04-03 00:00:00.000,بحيرة منخفض توشكي 1,155,301,8.4
,2022-04-03 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2022-04-03 00:00:00.000,بحيرة منخفض توشكي 3,155,245,3.7
,2022-04-03 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2022-04-08 00:00:00.000,بحيرة منخفض توشكي 1,155,301,8.4
,2022-04-08 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2022-04-08 00:00:00.000,بحيرة منخفض توشكي 3,155,245,3.7
,2022-04-08 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2022-04-18 00:00:00.000,بحيرة منخفض توشكي 1,155,301,8.4
,2022-04-18 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2022-04-18 00:00:00.000,بحيرة منخفض توشكي 3,155,245,3.7
,2022-04-18 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2022-04-23 00:00:00.000,بحيرة منخفض توشكي 1,154,265,7.7
,2022-04-23 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2022-04-23 00:00:00.000,بحيرة منخفض توشكي 3,154.5,235,3.6
,2022-04-23 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2022-05-08 00:00:00.000,بحيرة منخفض توشكي 1,154,265,7.7
,2022-05-08 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2022-05-08 00:00:00.000,بحيرة منخفض توشكي 3,154,227,3.4
,2022-05-08 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2022-05-13 00:00:00.000,بحيرة منخفض توشكي 1,154,265,7.7
,2022-05-13 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2022-05-13 00:00:00.000,بحيرة منخفض توشكي 3,154,227,3.4
,2022-05-13 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2022-05-23 00:00:00.000,بحيرة منخفض توشكي 1,154,265,7.7
,2022-05-23 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2022-05-23 00:00:00.000,بحيرة منخفض توشكي 3,154,227,3.4
,2022-05-23 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2022-05-28 00:00:00.000,بحيرة منخفض توشكي 1,154,265,7.7
,2022-05-28 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2022-05-28 00:00:00.000,بحيرة منخفض توشكي 3,154,227,3.4
,2022-05-28 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2022-06-02 00:00:00.000,بحيرة منخفض توشكي 1,154,265,7.7
,2022-06-02 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2022-06-02 00:00:00.000,بحيرة منخفض توشكي 3,154,227,3.4
,2022-06-02 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2022-06-07 00:00:00.000,بحيرة منخفض توشكي 1,154,265,7.7
,2022-06-07 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2022-06-07 00:00:00.000,بحيرة منخفض توشكي 3,154,227,3.4
,2022-06-07 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
,2022-06-12 00:00:00.000,بحيرة منخفض توشكي 1,154,265,7.7
,2022-06-12 00:00:00.000,بحيرة منخفض توشكي 2,150,432,5.3
,2022-06-12 00:00:00.000,بحيرة منخفض توشكي 3,154,227,3.4
,2022-06-12 00:00:00.000,بحيرة منخفض توشكي 4,149,1138,25
